"latitude","longitude","time","duree","distance"
43.5061,1.55612,1254562593,60,62.7914029499592
43.50603,1.55655,1254564213,60,36.1307729493984
43.50594,1.55612,1254564273,60,36.0887298720541
43.50619,1.55607,1254564454,60,24.5783349762712
43.50593,1.55691,1254564514,60,73.6453220198577
43.50594,1.55691,1254564574,60,1.11506218601582
43.45823,1.57133,1254565114,60,24.9866113062674
43.45856,1.57187,1254565295,60,5.78936611677386
43.45861,1.57183,1254565355,60,6.42871118449091
43.45854,1.57162,1254565415,60,18.6488990227877
43.45822,1.57129,1254565475,60,44.4401849186699
43.45785,1.57039,1254565533,58,83.4711425607865
43.45887,1.57131,1254565713,60,33.0254783901055
43.45866,1.57143,1254565773,60,25.2759311140475
43.45859,1.57157,1254565833,60,13.7191992962801
43.4588,1.57183,1254565893,60,31.3901049012678
43.45831,1.57179,1254565953,60,54.572542055885
43.45835,1.57184,1254566013,60,6.00554381913257
43.4584,1.57176,1254566073,60,8.51960135296995
43.45842,1.57173,1254566133,60,3.28813899881061
43.45844,1.57176,1254566193,60,3.28813899881061
43.45846,1.57165,1254566253,60,9.15083825639784
43.45853,1.57174,1254566313,60,10.6454822528017
43.45841,1.57168,1254566373,60,14.1930594203677
43.45849,1.57182,1254566433,60,14.3791086625892
43.45847,1.57176,1254566493,60,5.3273940579036
43.45848,1.5718,1254566553,60,3.41449658926174
43.45838,1.57175,1254566613,60,11.8274013939469
43.45843,1.57171,1254566673,60,6.42801039294966
43.45836,1.57159,1254566733,60,12.424061082885
43.45846,1.57146,1254566793,60,15.2863103022552
43.45844,1.57169,1254566853,60,18.6937763109501
43.45858,1.57155,1254566913,60,19.2330367932373
43.45849,1.57175,1254566973,60,18.9900109591018
43.45855,1.57177,1254567033,60,6.86255432040667
43.45877,1.57168,1254567093,60,25.5147015363716
43.45844,1.57215,1254567273,60,79.2116256401932
43.45863,1.57175,1254567453,60,38.4677131567197
43.45868,1.57219,1254567513,60,35.9408784474402
43.45854,1.57203,1254567573,60,20.2236141980857
43.45855,1.57178,1254567633,60,20.2057858222501
43.45861,1.57173,1254567693,60,7.79619536362264
43.4586,1.57188,1254567753,60,12.1557418681542
43.45822,1.57219,1254567813,60,49.098899940248
43.45853,1.57192,1254567873,60,40.775133296275
43.45847,1.57196,1254567934,61,7.41108892292766
43.45838,1.57183,1254567994,60,14.4973622120047
43.45866,1.57184,1254570514,60,15.1902294615558
43.45864,1.57182,1254570574,60,2.74777744538932
43.4585,1.57167,1254570634,60,19.7180989519016
43.45847,1.57184,1254570694,60,14.1185914093923
43.45841,1.57175,1254570753,59,9.86167649992297
43.45842,1.57159,1254570813,60,12.9600237346594
43.45858,1.57191,1254570873,60,31.3579411346657
43.45852,1.57178,1254570933,60,12.4320356816294
43.45845,1.57169,1254570993,60,10.644635861844
43.45853,1.57182,1254571053,60,13.7539622216432
43.45874,1.57189,1254571113,60,24.021050054621
43.45877,1.57203,1254571173,60,11.7800763324806
43.45883,1.57194,1254571233,60,9.86167649992297
43.4585,1.57174,1254571473,60,23.8373069191659
43.45839,1.57177,1254571533,60,12.4671355858945
43.45841,1.57168,1254571593,60,7.59600438363836
43.45829,1.57158,1254571773,60,19.7020997499229
43.45868,1.57181,1254571833,60,47.1650272876427
43.45849,1.57175,1254571893,60,21.6713888580467
43.4585,1.57176,1254572073,60,25.5584515407148
43.45864,1.5718,1254572253,60,16.9721810259216
43.45852,1.57173,1254572313,60,14.4880369496414
43.45857,1.57184,1254572373,60,10.4739830026319
43.4585,1.57179,1254572433,60,8.76614403666865
43.45846,1.57175,1254572493,60,5.49555489077877
43.45865,1.57168,1254572553,60,21.8659183173837
43.45861,1.57161,1254572613,60,7.18892770869834
43.45847,1.5716,1254572673,60,15.5854551242389
43.4586,1.5718,1254572733,60,21.665359643138
43.45869,1.57175,1254572793,60,10.7892387102257
43.45869,1.57172,1254572853,60,2.42000477772849
43.45847,1.57173,1254572913,60,24.4721645664229
43.45858,1.57175,1254572973,60,12.3352698652781
43.45855,1.57177,1254573033,60,3.70554446146368
43.45861,1.57175,1254573093,60,6.86321074150152
43.45883,1.57188,1254573153,60,26.6141288073113
43.45871,1.57205,1254573213,60,19.1365264063036
43.45859,1.57181,1254573273,60,23.5184319073296
43.45873,1.57145,1254573333,60,32.9588440424003
43.45855,1.57169,1254573393,60,27.8495538371602
43.45856,1.57178,1254573453,60,7.34759901761551
43.45855,1.57218,1254573513,60,32.2994459003648
43.45881,1.57191,1254573573,60,36.1985376718715
43.45854,1.57181,1254573634,61,31.0837851124808
43.45855,1.57178,1254573694,60,2.66454251287367
43.45848,1.57183,1254573754,60,8.76614403666865
43.45855,1.57181,1254573814,60,7.94784755805691
43.4586,1.5715,1254573874,60,25.6272766581887
43.45859,1.5716,1254574054,60,3.22729349136356
43.45864,1.57143,1254574114,60,14.8027133885496
43.45853,1.57168,1254574174,60,23.5922541044158
43.45857,1.57148,1254574230,56,16.7415471460679
43.45854,1.57155,1254574290,60,6.56050341225576
43.45831,1.57194,1254574350,60,40.5516776950141
43.45852,1.57178,1254574770,60,41.211852243288
43.45843,1.57175,1254574830,60,10.2952536960889
43.45866,1.57158,1254575010,60,18.4287406491903
43.45865,1.5715,1254575190,60,4.44608597698074
43.45872,1.57163,1254575250,60,13.0625089548254
43.45863,1.57167,1254575310,60,10.5143353961153
43.45877,1.57129,1254575370,60,34.3902767525684
43.45887,1.57155,1254575430,60,23.7456610436809
43.45874,1.57152,1254575490,60,14.6546764176635
43.45847,1.57156,1254575550,60,30.1909538613249
43.45846,1.57179,1254575730,60,3.33574638365009
43.45845,1.57175,1254575790,60,3.41449658926174
43.45837,1.5718,1254575850,60,9.7671197265539
43.45838,1.57179,1254575909,59,1.37552723099629
43.45846,1.57178,1254575969,60,8.93059197759462
43.45844,1.5717,1254576029,60,6.82767369378944
43.45829,1.57168,1254576089,60,16.7544583668656
43.45838,1.57168,1254576149,60,10.0058885552029
43.4584,1.57218,1254576329,60,74.8294278850364
43.45842,1.57188,1254576389,60,24.3122249287935
43.45836,1.57194,1254576449,60,8.24278582293578
43.45854,1.57188,1254576509,60,20.5896322245125
43.45861,1.57177,1254576569,60,11.8056706914496
43.45833,1.57191,1254576749,60,25.7739903764051
43.45861,1.57174,1254576809,60,34.0188663632506
43.45833,1.57201,1254576869,60,37.9978097680627
43.45855,1.57177,1254576929,60,31.198935282725
43.45834,1.57185,1254576989,60,24.223491852363
43.45833,1.57178,1254577049,60,5.75815636856675
43.45842,1.5718,1254577109,60,10.1356140159697
43.45849,1.57181,1254577169,60,7.82388244229112
43.4586,1.57174,1254577229,60,13.47134135108
43.45829,1.57188,1254577529,60,42.860422022768
43.45829,1.57185,1254577589,60,2.4237250024885
43.45824,1.57188,1254577649,60,6.06377170896373
43.45813,1.57198,1254586409,60,25.5961434565679
43.45841,1.57182,1254586469,60,33.701419715404
43.45877,1.57164,1254586955,60,15.9646965009224
43.45906,1.5716,1254587014,59,32.4027705252803
43.45924,1.57215,1254587075,61,48.6877796070502
43.45932,1.57253,1254587135,60,31.9298162712071
43.45966,1.57228,1254587195,60,42.8472816028458
43.45993,1.57191,1254587255,60,42.3391788881685
43.46029,1.57182,1254587315,60,40.6775709653791
43.46045,1.57164,1254587375,60,22.9656364311306
43.46068,1.57153,1254587432,57,27.0677956710053
43.46104,1.57119,1254587492,60,48.5254012891631
43.46152,1.571,1254587552,60,55.524132151653
43.46223,1.57052,1254587794,60,36.6166426634983
43.46237,1.5702,1254587854,60,30.1506389151151
43.46256,1.57012,1254587914,60,22.0879171896232
