"latitude","longitude","time","duree","distance"
43.46276,1.57051,1254587974,60,38.5337063984661
43.46293,1.57042,1254588032,58,20.2474351110969
43.46316,1.57026,1254588092,60,28.6456799277502
43.46332,1.57025,1254588152,60,17.8066211794286
43.4632,1.57051,1254588212,60,24.863346621702
43.46316,1.57065,1254588272,60,12.141279791593
43.46295,1.57087,1254588332,60,29.3302490194348
43.46277,1.57103,1254588392,60,23.8153743383949
43.46257,1.57129,1254588452,60,30.5714417647393
43.46228,1.57145,1254588512,60,34.7304898674432
43.46204,1.57155,1254588574,62,27.8762314421134
43.46185,1.57168,1254588632,58,23.5851878962905
43.46197,1.57164,1254588692,60,13.7260932842296
43.4619,1.57161,1254588752,60,8.15100410219198
43.46192,1.57154,1254588812,60,6.0704543712967
43.46196,1.57155,1254588872,60,4.51845017669054
43.46188,1.57163,1254588932,60,10.9902900083125
43.46191,1.57162,1254588992,60,3.43160537075064
43.46192,1.57167,1254589052,60,4.1851176903773
43.46189,1.57165,1254589112,60,3.70554446146368
43.46172,1.5715,1254589172,60,22.4440076104904
43.46179,1.5716,1254589233,61,11.211461100563
43.46192,1.5716,1254589413,60,17.7249704064843
43.46192,1.57162,1254589474,61,1.61085255008637
43.46208,1.57168,1254589534,60,18.4355840320709
43.46195,1.57166,1254589594,60,14.5426597924376
43.46191,1.57158,1254589654,60,7.83941345238851
43.46193,1.57163,1254589714,60,4.60730738663021
43.46177,1.57158,1254589774,60,18.2402824163586
43.46185,1.57158,1254589833,59,8.89419819802478
43.46185,1.57157,1254589893,60,0.805426275043186
43.46185,1.57159,1254589953,60,1.61364674568177
43.46183,1.57158,1254590013,60,2.36349882004227
43.46183,1.57158,1254590073,60,0
43.46185,1.5716,1254590133,60,2.74613747064139
43.46186,1.57157,1254590193,60,2.66454251287367
43.46191,1.5716,1254590253,60,6.06451459064603
43.46192,1.57161,1254590313,60,1.36896143106852
43.46192,1.57161,1254590373,60,0
43.46195,1.57162,1254590433,60,3.43029234014173
43.46194,1.57163,1254590493,60,1.37552723099629
43.4619,1.57165,1254590553,60,4.73080819905901
43.46188,1.57167,1254590613,60,2.74777744538932
43.462,1.57151,1254590673,60,18.5656143299152
43.46203,1.5714,1254590734,61,9.48254289002955
43.46228,1.5713,1254590794,60,28.9423170164805
43.4625,1.57109,1254590853,59,29.7559926288998
43.46272,1.57089,1254590913,60,29.3038189982904
43.46302,1.57076,1254590973,60,34.9642216072336
43.46311,1.5705,1254591033,60,23.2444528341754
43.46337,1.57046,1254591095,62,29.0856293574488
43.46326,1.57025,1254591155,60,20.8980139534051
43.463,1.5704,1254591215,60,31.3379657706869
43.4627,1.57042,1254591275,60,33.3922886770617
43.46255,1.57031,1254591333,58,18.8917822100638
43.46218,1.57035,1254591393,60,41.2621050228686
43.46211,1.57076,1254591453,60,33.9882624734063
43.46165,1.57095,1254591513,60,53.3905083476642
43.46161,1.57092,1254591573,60,5.06380522950806
43.46133,1.5712,1254591633,60,38.4654880087957
43.46129,1.57128,1254591697,64,7.83883877852839
43.46106,1.5715,1254591756,59,31.1295489775462
43.46099,1.57154,1254591816,60,8.4249539028805
43.46089,1.57164,1254591877,61,13.7379035005214
43.46084,1.57161,1254591936,59,6.06302873625875
43.46084,1.57237,1254591996,60,61.3301831499367
43.4603,1.57208,1254592056,60,64.4357799532878
43.46015,1.57217,1254592116,60,18.189333879838
43.46018,1.5727,1254592177,61,42.9001341637015
43.45967,1.57232,1254592238,61,64.4618524716264
43.45938,1.57236,1254592298,60,32.4024924650946
43.45905,1.57199,1254592358,60,47.3033204706826
43.45888,1.57182,1254592418,60,23.3542758479602
43.45863,1.57176,1254592477,59,28.212922420755
43.4587,1.57211,1254592538,61,29.2976690645413
43.4582,1.57193,1254592598,60,57.4554659447133
43.45842,1.57197,1254592658,60,24.6712701360193
43.45842,1.57159,1254592718,60,30.666487167137
43.4584,1.57174,1254592778,60,12.307848777082
43.45852,1.57169,1254592838,60,13.9381157210484
43.45853,1.57172,1254592898,60,2.66454251287367
43.45835,1.57168,1254592958,60,20.2707835605752
43.4583,1.57203,1254593018,60,28.7873392609486
43.45803,1.57299,1254593198,60,29.0673471282605
43.45775,1.57322,1254593258,60,36.2434366042501
43.45766,1.57345,1254593318,60,21.0868604376935
43.45772,1.57362,1254593378,60,15.2550396654187
43.45768,1.57348,1254593436,58,12.1416508292519
43.45767,1.57353,1254593496,60,4.1851176903773
43.45761,1.57351,1254593556,60,6.86321074150152
43.45761,1.57353,1254593616,60,1.61364674568177
43.45768,1.57358,1254593676,60,8.76665792382427
43.45768,1.5736,1254593736,60,1.61085255008637
43.45762,1.57357,1254593795,59,7.09621229858872
43.45765,1.57352,1254593855,60,5.23527078778085
43.45766,1.57352,1254593915,60,1.11506218601582
43.45759,1.57354,1254593975,60,7.94841435053814
43.45771,1.57362,1254594035,60,14.8209620661859
43.45772,1.57359,1254594095,60,2.66454251287367
43.45768,1.57355,1254594155,60,5.49555489077877
43.45768,1.57354,1254594215,60,0.805426275043186
43.45767,1.57354,1254594277,62,1.11101476000673
43.45767,1.57352,1254594337,60,1.61085255008637
43.45767,1.57352,1254594397,60,0
43.45762,1.57351,1254594457,60,5.61636857188614
43.45764,1.5735,1254594517,60,2.36349882004227
43.45764,1.57351,1254594577,60,0.805426275043186
43.45765,1.57354,1254594633,56,2.66454251287367
43.45766,1.57352,1254594693,60,1.96143302167873
43.45764,1.57352,1254594753,60,2.22608062550987
43.45768,1.57353,1254594813,60,4.51845017669054
43.4577,1.57352,1254594873,60,2.36540409952946
43.45771,1.57352,1254594933,60,1.11101476000673
43.45771,1.57353,1254594993,60,0.805426275043186
43.45767,1.57352,1254595053,60,4.51944707690713
43.45769,1.57343,1254595113,60,7.59541129330885
43.45783,1.57332,1254595173,60,17.9185977497017
43.45797,1.57301,1254595233,60,29.4641840914311
43.45804,1.57273,1254595293,60,23.8990257643297
43.45774,1.57224,1254595353,60,51.7315291757572
43.45805,1.57177,1254595413,60,51.2494552413163
43.45746,1.57174,1254595835,58,24.7128675624418
43.45821,1.57181,1254595895,60,83.5742695706675
43.45793,1.57421,1254654179,60,21.1235741004275
43.4581,1.57416,1254654237,58,19.3260352172503
43.45807,1.57457,1254654297,60,33.2552089606784
43.45827,1.57469,1254654357,60,24.2528579518945
43.45811,1.57464,1254654417,60,18.2400354371035
43.45817,1.57456,1254654476,59,9.28280716495513
43.45808,1.57452,1254654536,60,10.5134784471431
43.45814,1.57467,1254654596,60,13.8212702900523
43.45805,1.57463,1254654656,60,10.51390693036
43.45812,1.57466,1254654716,60,8.15045139806507
43.45812,1.57468,1254654776,60,1.61085255008637
43.4581,1.57462,1254654836,60,5.32908502574745
43.45815,1.57459,1254654896,60,6.06451459064603
43.4585,1.5749,1254654956,60,46.2602322589974
43.45823,1.57464,1254655016,60,36.6242697212321
43.45832,1.57459,1254655076,60,10.7892387102257
43.45814,1.57461,1254655137,61,20.0769541718458
43.45815,1.57459,1254655197,60,1.96143302167873
43.45793,1.57451,1254655257,60,25.2969535661148
43.45786,1.57454,1254655317,60,8.15045139806507
43.45791,1.57435,1254655377,60,16.3097439644017
43.45803,1.57443,1254655439,62,14.8215699684878
43.4585,1.5748,1254655499,60,60.1831246683489
43.45833,1.5745,1254655558,59,30.7140462468327
43.4581,1.57446,1254655618,60,25.7739903764051
43.45789,1.57429,1254655678,60,27.0797761063829
43.45798,1.57397,1254655736,58,27.6952929467089
43.45761,1.57351,1254655796,60,55.4097765535904
43.45766,1.57322,1254655856,60,24.0547838160715
43.45797,1.57294,1254655916,60,41.2121801773188
43.4584,1.57276,1254655976,60,49.9644775792141
43.45827,1.57221,1254656039,63,46.6792223316968
43.45834,1.57174,1254656099,60,38.7196110553841
43.45861,1.57146,1254656159,60,37.5721741371867
43.45849,1.57184,1254656219,60,33.4425721046898
43.45853,1.57168,1254656279,60,13.6563370608923
43.45827,1.57226,1254658257,60,35.7997155925793
43.45856,1.57184,1254658677,60,15.1917122307976
43.45836,1.5716,1254658737,60,29.4881789130033
43.45849,1.57163,1254658797,60,14.6546764176635
43.45833,1.57142,1254658856,59,24.568802094442
43.45821,1.57166,1254659216,60,20.2974346154197
43.4583,1.57194,1254659276,60,24.7125029771435
43.4583,1.57193,1254659336,60,0.816536127791726
43.45808,1.57221,1254659396,60,33.2992062154718
43.45803,1.57216,1254659456,60,6.86911570857764
43.45816,1.57206,1254659516,60,16.5537470961615
43.45817,1.57179,1254659696,60,16.9835907184266
43.45803,1.57179,1254659756,60,15.5646297721833
43.45839,1.5718,1254660116,60,24.7024747727874
43.45816,1.57191,1254660416,60,6.67014212597321
43.45802,1.57184,1254660476,60,16.5581007676409
43.45821,1.5718,1254660536,60,21.3688983323287
43.45863,1.57132,1254660596,60,60.6703970798895
43.45832,1.57145,1254660656,60,36.0265111088589
43.45844,1.57197,1254660716,60,44.0340621254469
43.45841,1.57191,1254660776,60,5.87893751580002
43.45846,1.57201,1254660837,61,9.79935301302638
43.45869,1.5722,1254660897,60,29.8155830184924
43.45839,1.57192,1254661077,60,2.66454251287367
43.4577,1.57355,1254678115,60,13.376368762405
43.45774,1.57339,1254678175,60,13.6566669360583
43.45773,1.57377,1254678235,60,30.6868996272448
43.45774,1.57354,1254678295,60,18.5949517648321
43.4576,1.57333,1254678355,60,23.0107090174267
43.45772,1.57346,1254678415,60,16.9719155929707
43.45803,1.57384,1254678475,60,46.1332659004797
43.45868,1.57401,1254678535,60,73.5561422161892
43.45787,1.57363,1254678778,60,15.7522107284288
43.45768,1.57357,1254678836,58,21.6713888580467
43.45773,1.57359,1254678896,60,5.78858792386534
43.45771,1.5734,1254678956,60,15.4938468045581
43.45769,1.57355,1254679016,60,12.3074827498473
43.45776,1.57358,1254679079,63,8.15045139806507
43.45783,1.57362,1254679137,58,8.42602326302987
43.45777,1.57359,1254679197,60,7.09684710758034
43.4577,1.57365,1254679257,60,9.1655953023599
43.45764,1.57338,1254679317,60,22.7876177693789
43.45747,1.57351,1254679377,60,21.6166485871836
43.45723,1.57343,1254679437,60,27.4525147692124
43.45751,1.57348,1254679497,60,31.3899613862596
43.45776,1.57345,1254679557,60,27.8996543395266
43.45771,1.57346,1254679617,60,5.61636857188614
43.45764,1.57342,1254679677,60,8.42548859992053
43.45728,1.57343,1254679737,60,40.0319951239121
43.45809,1.57392,1254679797,60,98.3533804203221
43.45769,1.57358,1254679857,60,52.2545190101544
43.45765,1.57356,1254679917,60,4.72985584712202
43.45775,1.57356,1254679977,60,11.1178490477328
43.45776,1.57356,1254680037,60,1.11506218601582
43.45774,1.57363,1254680097,60,6.07119643527738
43.45776,1.57354,1254680157,60,7.59600438363836
43.45758,1.57348,1254680217,60,20.5894134267821
43.45768,1.5735,1254680277,60,11.2343412476221
43.45762,1.57349,1254680337,60,6.71859415839449
43.45758,1.57371,1254680397,60,18.3029072168286
43.45771,1.57351,1254680457,60,21.6657755049288
43.45791,1.57362,1254680517,60,23.9421531070239
43.45772,1.57343,1254680577,60,26.1020736055635
43.45778,1.57353,1254680637,60,10.4705415755626
43.45781,1.57364,1254680697,60,9.48349299702958
43.45783,1.57379,1254680757,60,12.3082147934316
43.45774,1.57326,1254680816,59,43.9268173340246
43.45768,1.57331,1254680876,60,7.79619536362264
43.45786,1.57291,1254680937,61,37.9804963690228
43.45799,1.57303,1254680997,60,17.3976425651231
43.45813,1.57263,1254681057,60,35.8371954994388
43.45801,1.5723,1254681117,60,29.7862564562428
43.45812,1.57226,1254681177,60,12.6482986994504
43.45836,1.57203,1254681235,58,32.5035492192726
43.45856,1.57212,1254681295,60,23.3918602791631
43.45887,1.57183,1254683455,60,45.0928833465341
43.45868,1.57166,1254683515,60,25.1877313807268
43.45877,1.57176,1254683575,60,12.8546190499991
43.45875,1.5719,1254683635,60,11.5147479144171
43.45867,1.57191,1254683695,60,8.93059197759462
43.45856,1.57182,1254683755,60,14.223814335046
43.45917,1.57205,1254684235,60,47.1625438469885
43.45893,1.57175,1254684295,60,36.0290119252711
43.45867,1.57169,1254684355,60,29.3087380161602
43.45858,1.57175,1254684415,60,11.1158228683047
43.4582,1.57181,1254684475,60,42.5241258922201
43.45828,1.57194,1254684535,60,13.7539622216432
43.45877,1.57181,1254685256,60,4.64237407983914
43.45854,1.57189,1254685616,60,16.851511871436
43.45823,1.57187,1254685856,60,24.1875722293016
43.45837,1.57179,1254685916,60,16.8509771998448
43.4584,1.57166,1254685976,60,11.0087201410811
43.45834,1.5718,1254686036,60,13.1206634819735
43.45804,1.57247,1263493442,60,59.6149968402227
43.45811,1.57187,1263493502,60,49.0421641899453
43.4584,1.57184,1263493563,61,32.3322057347941
43.45887,1.57166,1263494102,60,43.1122548907631
43.45785,1.57339,1263747426,60,50.5935509663815
43.45764,1.57365,1263747486,60,31.3903919293158
43.45765,1.5736,1263747543,57,4.1851176903773
43.45775,1.5735,1263747603,60,13.7382314171573
43.45782,1.57347,1263747664,61,8.15100410219198
43.45774,1.57354,1263747723,59,10.5365916060148
43.45767,1.57371,1263747783,60,15.7727884128761
43.45818,1.57438,1263747964,61,57.2720130884494
43.45821,1.57461,1263748024,60,18.8583682122908
43.45843,1.57464,1263748083,59,24.5787015517349
43.45856,1.57472,1263748143,60,15.8298082952156
43.45868,1.57486,1263748203,60,17.4828838523439
43.45859,1.57491,1263748264,61,10.7884035975104
43.45817,1.57466,1263748324,60,50.866706160202
43.4581,1.57451,1263748384,60,14.391322083742
43.45825,1.57425,1263748443,59,26.8023670630488
43.45787,1.57412,1263748503,60,43.5304981143426
43.45797,1.574,1263748563,60,14.7441658418326
43.45734,1.57437,1263748623,60,76.1409511268135
43.45727,1.57417,1263748684,61,17.9185977497017
43.4568,1.57383,1263748744,60,59.0195762056863
43.45655,1.57346,1263748804,60,40.7941318695041
43.45616,1.57323,1263748863,59,47.165218316123
43.45607,1.57281,1263748924,61,35.3416311775998
43.45618,1.57249,1263748984,60,28.5746657349313
43.45632,1.5718,1263749043,59,57.8200022078127
43.45643,1.57147,1263749104,61,29.3059711702032
43.45642,1.57121,1263749163,59,21.0123831175062
43.45656,1.57103,1263749223,60,21.290329728165
43.45688,1.57108,1263749284,61,35.8047487322387
43.45718,1.57149,1263749343,59,46.9814734324775
43.45751,1.57129,1263749403,60,40.0819288593861
43.45758,1.57097,1263749464,61,26.9717606138538
43.45781,1.57091,1263749524,60,26.0251580041424
43.45816,1.57089,1263749584,60,38.9454813811286
43.45825,1.57152,1263749644,60,51.8169741949563
43.45898,1.57183,1263749704,60,84.9278204146315
43.45855,1.57211,1263749764,60,52.8773919307102
43.45855,1.57211,1263974321,14,0
43.45841,1.57177,1265813859,61,19.7233529998518
43.45843,1.57182,1265821227,60,24.0193621229008
43.45828,1.57202,1265821287,60,23.2081826017628
43.45841,1.57186,1265821347,60,19.3809692561178
43.45845,1.57185,1265821407,60,4.52044375727582
43.45841,1.5717,1265821467,60,12.8966048527568
43.45848,1.57159,1265822487,60,11.353209591276
43.45837,1.57185,1265822547,60,24.2862697330426
43.45833,1.57195,1265822607,60,9.21461477326102
43.45842,1.57191,1265822667,60,10.5143353961153
43.45852,1.57194,1265822727,60,11.3785763808191
43.45834,1.57178,1265822787,60,23.8159418147397
43.4583,1.57165,1265822967,60,14.9046182079477
43.45847,1.57156,1265823027,60,20.2476576042714
43.45848,1.57166,1265823207,60,15.0920445972026
43.45844,1.57164,1265823267,60,4.73080819905901
43.4585,1.57179,1265823327,60,13.8212702900523
43.45844,1.57171,1265823387,60,9.28280716495513
43.45842,1.57175,1265823447,60,3.9205686106314
43.45839,1.57164,1265823507,60,9.48301795542851
43.45849,1.57172,1265823687,60,15.5854551242389
43.45848,1.57167,1265823747,60,4.1851176903773
43.45825,1.57158,1265823807,60,26.5822872305412
43.45829,1.57148,1265823867,60,9.21412586943931
43.45847,1.57162,1265823927,60,22.9809318231829
43.45835,1.57205,1265823987,60,37.1775458659156
43.4584,1.5717,1265824047,60,28.7870262785424
43.45839,1.57168,1265824107,60,1.95913491541603
43.45869,1.57324,1265824707,60,46.7016069322381
43.4578,1.57421,1265825967,60,37.3639285172123
43.45797,1.57332,1265826027,60,74.2693725147196
43.45809,1.5726,1265826087,60,59.616885991328
43.45833,1.57183,1265829407,60,7.37208292091507
43.45868,1.57153,1265829466,59,45.828959512431
43.45856,1.57148,1265829526,60,13.9381157210484
43.45809,1.57217,1265829765,60,55.3928630991307
43.45839,1.57217,1265829824,59,33.3531419418116
43.45801,1.57231,1265830186,60,18.189581547522
43.45825,1.57202,1265830364,59,44.4781827557534
43.4582,1.57203,1265830424,60,5.61636857188614
43.45839,1.57158,1265830931,60,9.21412586943931
43.45826,1.57183,1265831955,60,28.4416103877175
43.45856,1.5716,1265832192,59,15.6920383529233
43.45799,1.57186,1265832431,59,21.4486494006713
43.45838,1.57175,1265832490,59,44.2585626412896
43.45845,1.57149,1265832549,59,22.3790814338097
43.45828,1.57164,1265832608,59,22.4446097596937
43.45843,1.57204,1265833273,59,31.5455768257764
43.45832,1.57195,1265833333,60,14.2241310497193
43.45847,1.57162,1265833392,59,31.4219490079239
43.45833,1.57167,1265833451,59,16.0794143584969
43.4585,1.57159,1265833511,60,19.9725687806016
43.45811,1.57178,1265833570,59,45.990475049939
43.45823,1.57165,1265833645,75,16.9721810259216
43.45833,1.57164,1265833704,59,11.1465810476116
43.45834,1.57159,1265834239,59,6.82833346802819
43.45822,1.57149,1265834299,60,15.5918128781651
43.4581,1.57167,1265834358,59,19.7231245920882
43.45837,1.57151,1265834417,59,32.6774408891752
43.4585,1.57159,1265834477,60,15.8298082952156
43.45839,1.57179,1265834537,60,20.2501048678478
43.4585,1.57134,1265834596,59,38.3192830715774
43.45846,1.57162,1265834656,60,23.0296914441434
43.45848,1.5716,1265834715,59,2.74777744538932
43.4582,1.57158,1265834775,60,31.1714883386571
43.45821,1.57156,1265834834,59,1.95913491541603
43.45821,1.57144,1265834893,59,9.68374147948574
43.45824,1.57154,1265834952,59,8.7316447016435
43.45828,1.57165,1265835012,60,9.92905463199351
43.45847,1.57155,1265835071,59,22.6129791863271
43.45857,1.57173,1265835131,60,18.2925667295542
43.45832,1.5717,1265835191,60,27.8998158084743
43.45772,1.57195,1265835251,60,69.6907078895268
43.45793,1.57166,1265835310,59,33.057655013378
43.45862,1.57178,1265835369,59,77.3212719812065
43.45819,1.57183,1265835426,57,47.9762279253007
43.45819,1.5716,1265835486,60,18.5612461213147
43.45808,1.57164,1265835546,60,12.6482986994504
43.45841,1.57173,1265835606,60,37.4005636091913
43.45845,1.57168,1265835665,59,6.0047936418991
43.45834,1.57169,1265835724,59,12.2561310451401
43.45842,1.57169,1265835784,60,8.89419819802478
43.45885,1.57232,1265835843,59,69.7873451938894
43.4587,1.57198,1265835903,60,32.1084991382291
43.45833,1.57152,1265835963,60,55.4095326462299
43.45836,1.57217,1265836022,59,52.5615644223135
43.45834,1.57175,1265836082,60,33.9673140629029
43.45851,1.57187,1265836142,60,21.2367285582408
43.45843,1.57176,1265836202,60,12.5664711464454
43.45829,1.5717,1265836262,60,16.3009027961335
43.45852,1.5717,1265836321,59,25.5707867864902
43.45863,1.57158,1265836381,60,15.5993232466247
43.45858,1.57163,1265836440,59,6.8697715027181
43.45818,1.57205,1265836500,60,55.9151235287828
43.45832,1.57187,1265836559,59,21.2901181314773
43.4584,1.57173,1265836619,60,14.3791086625892
43.45829,1.57165,1265836678,59,13.8290907001217
43.4584,1.57171,1265836738,60,13.1532410063644
43.45842,1.57193,1265836797,59,17.892935404209
43.45836,1.57164,1265836857,60,24.3353758180236
43.45838,1.57188,1265836917,60,19.4954571857396
43.45857,1.57181,1265836976,59,21.8659183173837
43.45845,1.57209,1265837036,60,26.2408119383589
43.4585,1.57201,1265837095,59,8.51907256289074
43.45845,1.57155,1265837344,59,43.0019779361726
43.45839,1.57167,1265837701,60,25.4784805028784
43.45844,1.57185,1265837761,60,15.5533377304578
43.45848,1.5718,1265838001,60,32.7000422579115
43.45855,1.57197,1265838061,60,15.7727884128761
43.45855,1.5722,1265838121,60,18.5610034129163
43.45858,1.57196,1265838181,60,19.6533363515589
43.45841,1.57145,1265838661,60,30.0449671407466
43.45845,1.57166,1265838721,60,17.5209785768526
43.45842,1.57171,1265838781,60,5.23527078778085
